Student_ID,Gender,Age,Attendance,Study_Hours,Previous_Score,Assignment_Score,Midterm_Score,Final_Score
1639,Female,19,89,4.8,78,84,80,85
1640,Female,19,82,3.4,75,79,80,78
1641,Female,20,99,5.6,98,99,98,99
1642,Female,19,93,3,71,76,72,77
1643,Female,20,75,2.3,57,61,55,62
1644,Male,19,60,2.1,49,58,55,56
1645,Female,18,61,1.5,48,55,49,55
1646,Male,21,60,2.2,45,50,48,52
1647,Male,20,82,4.4,73,73,74,81
1648,Male,20,81,3.5,81,85,85,91
1649,Female,21,69,2.3,57,67,59,67
1650,Male,21,86,5.7,82,87,82,85
1651,Male,20,75,2.8,69,76,73,77
1652,Female,20,78,4.4,66,74,66,73
1653,Male,20,99,5.6,96,99,97,99
1654,Male,20,87,5.2,80,83,79,86
1655,Female,20,86,2.9,70,70,70,77
1656,Male,20,75,1.8,59,65,62,66
1657,Male,18,61,1.5,49,52,48,55
1658,Male,21,75,3,59,64,59,64
1659,Female,21,80,3.5,72,75,75,78
1660,Female,18,60,2,58,62,60,65
1661,Female,20,77,3.6,70,75,77,78
1662,Male,18,85,4.3,72,78,79,81
1663,Male,19,78,3.7,66,69,67,72
1664,Female,20,66,3.3,63,70,67,71
1665,Male,18,81,3.8,74,78,78,83
1666,Male,20,93,5.3,79,81,81,88
1667,Female,20,75,1.9,58,63,58,65
1668,Female,19,94,6.1,94,99,97,99
1669,Male,18,84,4.6,74,79,77,81
1670,Male,18,78,4.3,68,76,70,73
1671,Male,20,79,4.8,85,90,89,92
1672,Female,21,78,4,70,75,71,78
1673,Female,20,97,5.9,87,90,88,95
1674,Female,18,82,3.5,78,85,81,84
1675,Female,20,73,2.6,56,61,60,63
1676,Male,19,82,4.2,77,81,78,82
1677,Female,20,78,3.3,55,56,60,63
1678,Female,18,89,4.4,70,78,69,77
1679,Female,20,91,3.4,77,80,79,83
1680,Female,19,77,3.5,67,71,69,73
1681,Female,21,80,3.5,67,73,69,74
1682,Male,19,60,1.5,48,51,50,54
1683,Male,20,82,3.9,68,70,75,76
1684,Female,21,75,3.3,73,74,74,79
1685,Male,18,83,5.2,79,85,87,89
1686,Female,21,64,3.2,61,65,65,71
1687,Female,20,90,6.3,80,91,83,85
1688,Male,18,67,2.6,59,62,63,66
1689,Male,19,87,5.2,82,85,90,88
1690,Female,20,82,3.7,79,83,80,85
1691,Female,18,71,2.8,53,58,54,64
1692,Female,19,99,6.6,98,99,98,99
1693,Male,19,63,3.2,59,65,62,67
1694,Female,20,90,4.5,85,88,85,93
1695,Female,18,96,5.1,90,92,93,95
1696,Female,21,71,3,73,74,79,78
1697,Male,21,90,5,94,95,97,99
1698,Female,21,76,4,73,77,75,78
1699,Female,20,89,3.9,76,80,78,77
1700,Male,18,84,4.2,75,79,80,83
1701,Female,20,76,3.6,68,75,69,79
1702,Female,18,91,4.6,79,86,86,86
1703,Male,18,82,5,80,84,87,84
1704,Female,19,66,1.6,45,50,49,52
1705,Male,19,95,5.5,89,93,92,95
1706,Male,20,62,1.5,45,50,50,52
1707,Female,20,86,5.5,86,90,91,95
1708,Female,19,87,6.5,87,91,88,96
1709,Female,18,72,2.7,58,62,60,63
1710,Female,21,82,4.1,65,69,65,73
1711,Male,19,66,1.7,70,74,74,80
1712,Female,19,80,3.8,75,80,79,86
1713,Male,18,66,2.9,63,69,63,76
1714,Female,20,85,4.1,83,86,85,88
1715,Female,20,93,5.3,87,95,87,99
1716,Female,18,89,6.5,86,89,87,92
1717,Male,18,70,3.8,59,61,63,65
1718,Female,20,75,3.9,71,77,73,79
1719,Female,20,65,1.5,47,50,49,53
1720,Female,18,71,2.8,65,71,65,73
1721,Female,21,78,5.4,89,89,92,93
1722,Male,18,86,6.2,98,99,98,99
1723,Female,19,65,1.5,53,59,55,63
1724,Male,21,76,2.7,66,68,69,73
1725,Male,19,66,3.9,74,76,77,81
1726,Male,20,80,4.7,74,82,75,82
1727,Male,19,69,1.6,58,62,58,67
1728,Male,18,91,4.5,84,87,91,88
1729,Male,21,73,3.5,67,67,69,75
1730,Female,19,82,4.5,74,78,77,80
1731,Male,21,86,5.1,76,81,81,83
1732,Male,18,69,4.4,67,73,77,76
1733,Male,18,79,3,64,66,65,69
1734,Female,18,80,2.7,70,72,74,75
1735,Female,20,82,3.6,67,73,69,70
1736,Male,19,96,4.1,67,74,69,73
1737,Female,21,67,4.5,62,64,64,72
1738,Male,19,99,6.5,88,95,89,95
1739,Male,21,84,5,82,87,85,86
1740,Female,18,78,3.8,71,78,71,77
1741,Male,21,87,4.6,79,84,84,83
1742,Female,20,75,3.5,64,64,67,69
1743,Female,20,89,6.5,83,88,87,91
1744,Male,20,85,3.9,75,82,77,80
1745,Male,20,71,4.8,73,76,75,82
1746,Female,20,88,4.4,82,86,86,89
1747,Male,18,62,2.8,50,55,51,57
1748,Male,18,63,1.7,53,52,55,59
1749,Male,21,66,2.8,58,66,59,67
1750,Female,20,88,3.7,71,74,72,80
1751,Female,20,95,5.4,92,98,91,99
1752,Male,19,99,7,98,99,98,99
1753,Female,18,83,5.4,84,92,86,91
1754,Female,18,89,4.1,79,85,84,87
1755,Female,20,65,1.5,45,50,50,52
1756,Female,19,84,3.2,66,69,66,73
1757,Female,18,71,2.9,66,73,67,72
1758,Male,19,77,3.5,62,63,70,68
1759,Male,18,79,4.4,75,81,82,81
1760,Male,19,82,3.4,71,74,74,79
1761,Female,18,60,2.5,53,61,57,63
1762,Female,20,91,5.1,83,88,85,92
1763,Male,19,68,2.4,60,66,64,64
1764,Female,19,82,3.3,81,86,83,91
1765,Male,18,99,6.5,98,99,97,99
1766,Male,18,72,2.6,58,61,58,66
1767,Male,19,60,1.5,45,51,48,52
1768,Female,19,78,3.9,69,74,70,76
1769,Female,20,99,4.7,81,88,84,89
1770,Male,18,99,6.6,97,99,98,99
1771,Male,20,72,2.8,60,63,61,68
1772,Male,21,83,5.6,70,73,75,80
1773,Male,20,71,3.9,72,77,75,79
1774,Female,18,84,4.3,75,75,78,85
1775,Female,19,99,7,98,99,98,99
1776,Male,18,72,2.3,55,61,59,64
1777,Male,18,80,5.1,75,82,81,78
1778,Female,21,84,3.8,83,85,85,95
1779,Female,18,83,5.2,90,97,92,99
1780,Male,19,79,3.7,68,77,68,74
1781,Male,20,88,4.6,78,80,80,81
1782,Male,20,74,4.2,66,73,71,74
1783,Female,19,86,4,76,81,82,80
1784,Female,18,76,2.1,65,67,70,73
1785,Female,19,88,4.6,87,93,86,95
1786,Male,19,71,4.1,71,78,76,76
1787,Male,18,84,4.8,74,78,73,83
1788,Female,19,65,4.2,66,73,71,75
1789,Female,18,90,5.3,85,87,87,94
1790,Male,18,71,3.2,73,75,77,80
1791,Female,19,68,2,50,55,50,54
1792,Female,18,97,5.1,93,98,98,99
1793,Male,19,73,4.1,63,67,63,69
1794,Female,20,81,3.5,67,74,69,71
1795,Male,20,69,2.9,66,72,67,76
1796,Male,18,99,5.4,84,91,83,95
1797,Male,18,63,1.5,45,50,48,52
1798,Male,18,99,7,98,99,98,99
1799,Male,20,96,6,86,90,94,93
1800,Male,20,77,4.4,77,86,80,83
1801,Male,18,75,3.5,70,73,75,76
1802,Female,21,80,5.5,72,81,75,82
1803,Male,18,83,4.7,78,83,82,83
1804,Male,19,81,5.3,82,84,84,90
1805,Female,20,92,4.4,77,85,80,83
1806,Female,21,80,4.3,72,77,76,78
1807,Female,20,80,3.9,66,73,68,75
1808,Male,20,76,2.7,75,82,78,81
1809,Female,19,69,5,68,74,71,74
1810,Male,20,93,6.2,93,97,98,99
1811,Male,18,76,4.5,86,93,87,96
1812,Male,21,60,1.5,45,50,48,53
1813,Male,19,80,5.1,76,82,83,82
1814,Female,20,92,4.3,66,67,71,72
1815,Female,19,84,4.2,66,72,72,73
1816,Male,20,77,3.6,61,65,64,69
1817,Male,19,98,5.8,92,99,96,97
1818,Male,20,85,6.1,85,91,90,93
1819,Female,18,75,3.3,64,69,70,71
1820,Male,18,85,3.9,68,74,67,72
1821,Male,18,72,3.6,55,58,55,60
1822,Female,18,73,3.2,58,66,64,64
1823,Female,21,77,5.1,65,74,67,72
1824,Male,18,90,4.4,83,89,85,94
1825,Female,21,81,5.4,87,95,87,94
1826,Female,19,80,3.4,85,89,87,90
1827,Male,18,87,5.3,81,84,81,88
1828,Female,20,86,4.3,79,84,86,85
1829,Male,20,68,4.3,64,70,67,72
1830,Female,19,96,4.1,87,91,90,95
1831,Male,19,96,4,74,80,78,83
1832,Male,20,91,4.7,85,91,90,92
1833,Male,18,92,4.4,87,90,92,97
1834,Female,21,86,5.4,83,89,88,92
1835,Male,21,79,3.2,74,81,76,80
1836,Female,20,91,5.4,86,91,88,97
1837,Male,18,81,2.7,75,82,80,83
1838,Male,20,65,2.7,73,76,75,78
1839,Female,18,80,4.8,73,79,76,83
1840,Male,18,72,3.2,59,62,63,70
1841,Male,18,64,2.6,62,65,67,69
1842,Female,19,74,3.8,68,72,67,74
1843,Male,21,70,3,55,58,59,62
1844,Male,20,86,3.9,67,71,70,75
1845,Male,20,64,1.5,50,55,54,60
1846,Male,19,75,4.6,70,77,75,78
1847,Female,19,82,2.4,76,80,82,83
1848,Female,19,64,2.6,63,65,69,73
1849,Male,21,92,4.6,78,85,84,84
1850,Female,18,87,5.6,84,87,90,93
1851,Male,21,63,1.9,57,62,61,63
1852,Female,19,79,2.2,65,71,68,73
1853,Male,19,66,2.4,62,67,67,69
1854,Male,20,64,2.9,59,66,63,66
1855,Male,19,85,5,83,89,85,89
1856,Male,21,83,3.4,67,70,71,77
1857,Male,21,70,3.4,60,69,63,66
1858,Male,19,60,1.8,54,59,55,60
1859,Female,18,84,4.5,81,86,87,92
1860,Male,19,70,2.3,57,64,60,66
1861,Female,21,87,5.4,73,78,80,75
1862,Male,18,80,3.5,73,79,73,79
1863,Female,20,92,4.7,89,99,91,92
1864,Female,20,73,2.8,49,53,52,54
1865,Female,20,60,1.5,45,50,50,52
1866,Male,18,80,4,69,74,73,76
1867,Male,20,99,5.9,91,98,95,96
1868,Female,21,95,5.5,86,88,87,93
1869,Male,18,80,5.2,80,81,81,84
1870,Female,18,75,3.8,66,70,70,73
1871,Male,21,76,5.6,78,80,78,84
1872,Female,18,67,1.9,64,68,66,74
1873,Female,21,87,3.9,81,87,85,91
1874,Male,19,80,3,81,84,82,90
1875,Female,18,91,4.9,89,91,95,95
1876,Male,21,99,7,98,99,98,99
1877,Female,19,82,4.8,86,93,86,90
1878,Female,19,76,3.2,63,65,64,67
1879,Male,19,75,4,78,85,76,85
1880,Male,19,61,1.5,51,58,52,63
1881,Male,18,76,3.2,65,72,70,72
1882,Female,19,77,3.9,60,67,62,67
1883,Male,21,72,2.3,65,74,69,69
1884,Female,18,83,4.4,71,75,71,80
1885,Female,20,75,3.5,65,70,70,74
1886,Male,19,81,5.2,91,95,93,99
1887,Male,20,86,4.4,64,69,67,70
1888,Female,18,78,5.7,72,80,75,78
1889,Female,21,79,3.5,72,74,72,76
1890,Male,19,88,4.4,73,76,74,80
1891,Male,18,81,4.6,86,94,91,91
1892,Male,18,68,3,62,69,66,67
1893,Male,18,72,3.4,65,69,70,71
1894,Male,19,73,3.7,67,74,71,73
1895,Female,19,75,1.6,50,56,53,56
1896,Female,20,68,3.1,57,65,57,65
1897,Female,19,72,4.3,69,74,71,76
1898,Female,18,90,5.4,83,90,86,89
1899,Male,20,77,4.9,75,85,82,82
1900,Male,20,80,4.1,73,79,77,78
1901,Male,18,90,5.6,82,87,88,89
1902,Female,18,77,4,74,80,78,81
1903,Female,18,83,3.9,76,80,78,80
1904,Male,20,76,4.1,65,75,68,74
1905,Male,20,75,3.7,78,83,81,83
1906,Female,19,76,2.9,64,68,65,71
1907,Female,20,64,1.5,45,50,48,54
1908,Male,20,79,4,77,84,80,86
1909,Male,19,95,5.1,90,97,96,97
1910,Female,21,93,5.8,85,89,84,91
1911,Male,18,83,5.6,80,86,85,89
1912,Male,18,99,5.2,87,89,88,95
1913,Male,18,82,3.2,76,81,76,82
1914,Female,18,90,4.2,68,74,73,73
1915,Female,19,70,2.9,65,73,69,68
1916,Female,21,86,3.7,68,71,74,75
1917,Female,18,90,4.6,80,82,85,87
1918,Female,18,95,4.4,92,95,98,99
1919,Female,19,80,3.6,72,74,76,80
1920,Female,21,74,3.2,72,80,75,82
1921,Male,19,86,4.4,68,76,72,74
1922,Male,19,87,4.4,80,86,85,89
1923,Male,18,60,3.1,54,61,55,60
1924,Male,18,60,1.5,45,50,48,54
1925,Male,21,74,4.1,69,74,71,73
1926,Male,21,69,2.3,65,69,64,72
1927,Male,18,75,3.9,65,69,68,68
1928,Female,21,85,3.9,72,74,71,78
1929,Female,20,66,4.1,66,72,69,74
1930,Male,21,95,5.7,88,93,93,94
1931,Male,19,74,3.8,69,75,71,74
1932,Female,19,87,5.2,73,78,79,82
1933,Male,19,86,4.7,75,80,75,82
1934,Male,20,71,2.7,64,67,69,70
1935,Female,18,86,6.1,85,90,89,92
1936,Male,18,86,3.3,70,76,70,82
1937,Female,19,92,5.2,84,87,92,93
1938,Male,20,72,2.3,54,59,57,63
1939,Female,18,64,1.9,49,54,50,57
1940,Female,20,91,5.1,83,87,83,90
1941,Female,21,80,3.6,81,85,84,83
1942,Male,18,75,2.4,62,67,65,68
1943,Female,20,80,3.7,62,65,65,68
1944,Male,19,97,6,87,93,89,90
1945,Male,21,64,2.4,58,61,62,63
1946,Male,18,98,6.3,94,99,96,97
1947,Male,20,65,2.7,56,66,55,63
1948,Female,20,89,5.6,80,83,83,89
1949,Female,21,79,3.5,63,69,61,72
1950,Male,20,77,4.9,80,84,84,88
1951,Male,19,69,4,63,70,64,68
1952,Female,20,77,3.3,80,82,83,83
1953,Male,21,79,5,72,78,78,75
1954,Female,19,64,1.8,53,56,54,57
1955,Male,18,89,5.9,81,86,86,86
1956,Male,21,76,3.1,67,70,69,74
1957,Female,20,77,3.6,76,83,83,81
1958,Male,20,66,1.6,57,60,59,65
1959,Female,18,60,1.5,45,51,48,52
1960,Male,20,86,3.1,73,77,77,80
1961,Male,19,99,6.8,98,99,98,99
1962,Male,20,85,4.9,80,85,81,85
1963,Female,18,82,4.5,71,74,73,79
1964,Male,20,76,3.8,68,73,71,75
1965,Male,21,80,4.2,75,83,81,81
1966,Male,18,89,4.1,76,79,75,85
1967,Male,21,60,1.9,56,63,59,65
1968,Female,19,98,6.5,86,94,90,91
1969,Female,21,88,4.5,82,85,85,89
1970,Male,20,85,5.9,82,84,88,90
1971,Female,19,84,4.4,79,85,82,85
1972,Male,20,80,4,76,80,79,84
1973,Male,21,78,5.5,82,91,86,90
1974,Male,19,93,5.5,82,87,85,93
1975,Female,19,77,3.5,61,64,63,65
1976,Female,20,76,3,65,68,69,72
1977,Female,20,86,4.1,75,82,77,80
1978,Female,20,90,6.2,95,99,97,99
1979,Female,20,70,2.9,53,58,55,57
1980,Female,19,64,2.1,50,57,56,58
1981,Female,20,86,4.6,72,76,69,78
1982,Female,18,70,5,75,80,79,81
1983,Female,19,81,4.5,78,83,81,82
1984,Male,18,79,4.5,74,80,74,80
1985,Female,19,80,2.8,73,79,77,82
1986,Female,19,97,4.4,92,97,96,99
1987,Female,19,60,2.2,51,56,55,59
1988,Female,20,68,2.9,60,64,58,70
1989,Female,19,78,3.6,74,76,80,82
1990,Female,19,60,2,52,58,54,58
1991,Female,18,82,3.7,79,88,83,87
1992,Female,19,95,6.8,90,93,94,96
1993,Female,18,66,4.1,74,77,75,80
1994,Female,18,80,3.9,73,76,77,77
1995,Female,20,62,3,52,58,54,61
1996,Male,20,66,3.1,64,70,63,70
1997,Male,20,70,3.8,68,73,73,75
1998,Female,19,77,3.3,80,83,81,85
1999,Female,19,99,5.3,88,93,89,96
2000,Male,21,87,4.8,75,77,77,80
